apk,category,violation_type,is_violation,config1,config2,aql_timer,ast_changes,bad_aql_runs_binary,bad_aql_runs_hdd,bad_compile_runs_binary,bad_compile_runs_hdd,binary_timer,compile_timer,end_line_count,good_aql_runs_binary,good_aql_runs_hdd,good_compile_runs_binary,good_compile_runs_hdd,hdd_timer,jdeps_timer,method_timer,program_timer,rejected_changes,setup_timer,start_line_count,time_bad_aql_runs_binary,time_bad_aql_runs_hdd,time_bad_compile_runs_binary,time_bad_compile_runs_hdd,time_good_aql_runs_binary,time_good_aql_runs_hdd,time_good_compile_runs_binary,time_good_compile_runs_hdd,total_rotations
Battery1,EmulatorDetection,TRUE,TRUE,b6e0326d94af6e730acbedd03ff773f7,710aa5265c13ae4bad533ccb30798a01,0,41,1,22,0,18,95,0,51,0,0,1,22,2087,4,0,2207,71,24,51,15,307,0,929,0,0,12,849,1
Library2,AndroidSpecific,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,13,0,5,0,8,124,0,21,0,0,0,5,1793,5,0,2023,21,105,21,0,83,0,1083,0,0,0,625,1
Clone1,GeneralJava,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,de67f959377c84f91410206a10b57495,0,18,0,3,0,14,36,0,16,0,1,0,4,586,4,0,668,37,44,18,0,38,0,378,0,14,0,154,2
TimerTask1,Threading,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,c428ab5f184d796b88866f07b6e2fa38,0,43,0,8,0,29,55,0,30,1,5,1,13,1576,4,0,1736,65,104,57,0,103,0,980,15,80,21,410,3
RegisterGlobal2,Callbacks,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,26,0,9,0,13,124,0,34,1,3,1,12,985,5,0,1136,29,26,50,0,97,0,400,14,46,92,440,3
View1,AndroidSpecific,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,45,0,6,1,28,463,0,32,2,8,2,14,1740,4,0,2239,70,35,45,0,64,300,1043,30,122,92,508,3
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,18,1,3,1,10,55,0,22,0,3,1,6,598,4,0,716,19,61,29,13,33,1,367,0,46,16,150,2
FragmentLifecycle1,Lifecycle,TRUE,TRUE,3c6cd0d0cee483981c0494449b550b3e,9e71d1dbb7f99254dd5f81811f612f41,0,42,0,12,1,24,455,0,33,0,5,0,17,3737,4,0,4262,64,69,43,0,175,300,1966,0,84,0,1508,2
FieldSensitivity1,FieldAndObjectSensitivity,FALSE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,691c8aee3c8122ba7071c39842bf3a89,0,41,2,18,0,21,110,0,43,0,0,2,18,1457,4,0,1591,65,23,43,24,245,0,626,0,0,31,584,1
ActivityEventSequence2,Lifecycle,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,37,0,10,0,20,183,0,23,0,7,0,17,3916,6,0,4267,67,167,45,0,166,0,2134,0,121,0,1492,2
Singletons1,InterComponentCommunication,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,30,2,6,1,15,311,0,32,3,3,5,9,1346,5,0,1695,33,37,41,22,80,74,998,48,51,116,214,2
LocationLeak2,Callbacks,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,44,0,18,0,24,21,0,37,0,2,0,20,2188,4,0,2272,79,62,40,0,249,0,1031,0,33,0,873,2
ActivityEventSequence2,Lifecycle,TRUE,TRUE,e05bc9f4bf5f85b086a9deeeacc1e9f2,c35ed0b7f9c3d443ecacff168d0a98c6,0,60,0,20,0,31,15,0,23,0,9,0,29,5854,4,0,5888,101,18,45,0,298,0,2866,0,161,0,2526,3
ActivityCommunication1,InterComponentCommunication,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,17,1,2,0,10,154,0,23,2,2,3,4,759,4,0,942,21,27,27,11,24,0,516,32,29,74,189,2
Unregister1,Callbacks,FALSE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,8591a3f81e4c6bf2034e389c3aacaff4,0,25,1,13,0,11,47,0,33,0,0,1,13,1137,4,0,1493,38,307,33,14,159,0,439,0,0,11,538,1
Exceptions6,GeneralJava,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,18,0,4,0,12,48,0,21,0,2,0,6,817,4,0,957,24,91,25,0,50,0,594,0,29,0,141,2
LocationLeak3,Callbacks,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,42,2,10,1,27,331,0,50,0,2,2,12,3463,4,0,3844,65,49,53,26,152,68,2199,0,34,103,1075,2
RegisterGlobal2,Callbacks,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,18,0,6,0,8,59,0,34,1,3,1,9,705,5,0,791,20,25,50,0,67,0,357,14,47,18,231,2
ServiceEventSequence1,Lifecycle,TRUE,TRUE,0879dff9dd4c64b137c6c585f2d49df7,33d04b5913103c0f93de4e6e79eab87d,0,50,2,21,0,27,124,0,67,0,0,2,21,2150,5,0,2309,82,33,67,30,311,0,1058,0,0,72,779,1
LocationLeak3,Callbacks,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,29,3,6,0,20,418,0,53,0,0,3,6,2046,5,0,2524,41,59,53,51,99,0,1539,0,0,254,407,1
Clone1,GeneralJava,TRUE,TRUE,29ea37dd3fee251e76d512636d738ba3,aa6415eedc031f1e31338f984e25d0cd,0,18,0,3,0,14,20,0,16,0,1,0,4,915,4,0,1008,37,72,18,0,41,0,719,0,16,0,138,2
File1,EmulatorDetection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,146,0,16,0,120,30,0,32,0,10,0,26,6579,5,0,6755,315,145,46,0,192,0,5257,0,139,0,987,4
Loop1,GeneralJava,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,13,0,3,0,10,89,0,18,0,0,0,3,1134,5,0,1295,24,71,18,0,50,0,802,0,0,0,280,1
Loop1,GeneralJava,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,21,0,4,0,15,62,0,16,0,2,0,6,1901,6,0,2024,37,60,18,0,60,0,1154,0,35,0,650,2
Build1,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,128,0,12,0,108,36,0,31,0,8,0,20,6295,6,0,6408,311,76,44,0,145,0,5291,0,115,0,740,3
RegisterGlobal2,Callbacks,TRUE,TRUE,3fa3ced729021dfe3f9716ed7591b7f8,c167cc6905f08070a40daaa496572761,0,17,0,5,0,8,117,0,34,1,3,1,8,751,6,0,990,19,121,50,0,62,0,336,14,44,59,307,2
SubscriberId1,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,60,0,10,0,42,42,0,23,0,8,0,18,2053,5,0,2148,106,52,36,0,113,0,1289,0,115,0,533,3
ApplicationLifecycle2,Lifecycle,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,14,0,1,0,11,24,0,23,0,2,0,3,588,5,0,646,16,32,29,0,12,0,463,0,31,0,80,2
Button3,Callbacks,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,74,0,26,0,44,128,0,50,1,3,1,29,2974,4,0,3143,109,40,57,0,372,0,1534,16,50,44,1014,3
RegisterGlobal2,Callbacks,TRUE,TRUE,cfd95fd0a60d05e28f68af32281dcb9d,c35ed0b7f9c3d443ecacff168d0a98c6,0,28,0,8,0,14,50,0,34,1,5,1,13,1461,6,0,1550,31,38,50,0,107,0,823,15,90,13,439,3
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,17,2,2,0,10,203,0,22,0,3,2,5,550,5,0,779,18,24,29,26,24,0,353,0,43,138,129,2
Exceptions1,GeneralJava,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,25,0,5,0,18,18,0,19,0,2,0,7,1370,4,0,1415,32,26,21,0,60,0,1020,0,30,0,257,3
Button5,Callbacks,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,16,0,6,0,9,63,0,20,0,1,0,7,1641,5,0,1893,21,187,21,0,97,0,924,0,16,0,602,2
Loop1,GeneralJava,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,13,0,4,0,9,80,0,18,0,0,0,4,1413,6,0,1545,24,50,18,0,68,0,915,0,0,0,428,1
Button2,Callbacks,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,4927839d0bfc64be8099aac544fbadfd,0,30,1,19,0,10,182,0,40,0,0,1,19,3446,5,0,3691,49,62,40,16,329,0,1197,0,0,57,1918,1
IP1,EmulatorDetection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,62,0,9,0,43,39,0,25,0,10,0,19,2063,5,0,2126,102,22,51,0,110,0,1290,0,144,0,516,4
TimerTask1,Threading,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,48,0,9,0,32,75,0,30,1,6,1,15,2011,4,0,2168,73,80,57,0,99,0,1263,16,91,30,555,3
Obfuscation1,AndroidSpecific,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,20,1,1,1,14,587,0,21,0,3,1,4,1557,4,0,2248,24,103,28,14,13,300,1079,0,48,121,416,2
Loop2,GeneralJava,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,16,0,3,0,12,56,0,17,0,1,0,4,761,4,0,855,31,37,19,0,37,0,462,0,12,0,248,2
StringToCharArray1,GeneralJava,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,15,0,5,0,10,34,0,18,0,0,0,5,569,4,0,623,32,20,18,0,61,0,393,0,0,0,113,1
HashMapAccess1,ArraysAndLists,FALSE,TRUE,1ef9d1d10bc982ab49d3b8eaf4409c05,3b2fa3b6cabf78f17a288ce1c8f84595,0,12,0,7,0,5,73,0,19,0,0,0,7,1337,4,0,1516,22,104,19,0,94,0,650,0,0,0,592,1
ApplicationLifecycle1,Lifecycle,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,18,1,2,0,10,179,0,22,2,3,3,5,706,5,0,935,18,49,29,11,23,0,478,30,41,53,162,2
Button2,Callbacks,TRUE,TRUE,8591a3f81e4c6bf2034e389c3aacaff4,1ef9d1d10bc982ab49d3b8eaf4409c05,0,29,0,8,0,17,231,0,30,1,3,1,11,3028,5,0,3360,45,100,40,0,112,0,2037,18,53,109,824,2
ArrayAccess3,ArraysAndLists,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,10,0,2,0,6,42,0,14,0,2,0,4,515,4,0,636,19,77,19,0,24,0,305,0,34,0,150,2
ActivityLifecycle1,Lifecycle,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,24,0,14,0,10,129,0,33,0,0,0,14,2614,5,0,2789,35,44,33,0,236,0,841,0,0,0,1536,1
View1,AndroidSpecific,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,45,1,7,0,27,134,0,32,2,8,3,15,1569,5,0,2012,70,307,45,12,85,0,768,31,125,64,588,3
HashMapAccess1,ArraysAndLists,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,12,0,8,0,4,62,0,19,0,0,0,8,1343,5,0,1468,22,62,19,0,123,0,314,0,0,0,905,1
ArrayCopy1,ArraysAndLists,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,29ea37dd3fee251e76d512636d738ba3,0,20,0,5,0,14,44,0,16,0,1,0,6,866,5,0,949,43,38,18,0,68,0,335,0,14,0,446,2
BroadcastReceiverLifecycle1,Lifecycle,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,8,0,4,0,4,18,0,16,0,0,0,4,415,6,0,488,11,53,16,0,49,0,248,0,0,0,116,1
ActivityEventSequence2,Lifecycle,TRUE,TRUE,4858ee0f237625783437c4bbc3c34c4c,e5613aad75bc3bad53f848ba14482c54,0,57,0,18,0,31,41,0,30,0,8,0,26,7290,5,0,7356,97,23,45,0,289,0,4523,0,147,0,2328,2
ActivityEventSequence1,Lifecycle,TRUE,TRUE,de67f959377c84f91410206a10b57495,e5613aad75bc3bad53f848ba14482c54,0,21,0,4,0,13,154,0,17,0,4,0,8,796,4,0,987,32,35,29,0,51,0,412,0,61,0,269,2
ServiceEventSequence3,Lifecycle,TRUE,TRUE,0879dff9dd4c64b137c6c585f2d49df7,33d04b5913103c0f93de4e6e79eab87d,0,56,2,29,0,25,306,0,84,0,0,2,29,2690,4,0,3071,87,73,84,31,497,0,1015,0,0,158,1176,1
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,42c84347476d849c5186279326650631,0,36,0,12,0,24,95,0,71,0,0,0,12,3766,4,0,3958,60,96,71,0,197,0,2610,0,0,0,956,1
Exceptions1,GeneralJava,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,15,0,3,0,11,80,0,19,0,1,0,4,823,5,0,929,20,24,21,0,40,0,629,0,13,0,140,2
Button2,Callbacks,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,23,1,10,0,12,148,0,40,0,0,1,10,2085,5,0,2412,34,178,40,19,184,0,1010,0,0,62,888,1
RegisterGlobal1,Callbacks,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,89,1,15,0,63,85,0,50,0,10,1,25,3875,4,0,3992,148,30,97,11,188,0,2450,0,163,28,1071,3
RegisterGlobal1,Callbacks,TRUE,TRUE,cbbb9a50ed64e57f383246eb9c072564,a1fe8254295bdb64806f6329501bd6b7,0,84,1,14,0,63,61,0,50,0,6,1,20,3158,5,0,3248,138,28,97,13,184,0,2250,0,97,18,624,3
UnreachableSource1,UnreachableCode,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,23,0,1,0,20,86,0,19,0,2,0,3,862,5,0,968,35,19,21,0,11,0,623,0,29,0,196,2
LocationLeak2,Callbacks,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,45,0,16,0,27,23,0,36,0,2,0,18,1923,5,0,1981,82,33,40,0,208,0,904,0,31,0,777,2
View1,AndroidSpecific,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,45,1,7,0,27,125,0,32,2,8,3,15,1947,4,0,2117,70,43,45,11,74,0,1113,29,109,68,648,3
Clone1,GeneralJava,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,cfd95fd0a60d05e28f68af32281dcb9d,0,18,0,3,0,14,73,0,16,0,1,0,4,758,6,0,926,37,94,18,0,36,0,573,0,15,0,133,2
StringToCharArray1,GeneralJava,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,91964892620be59e2aad306477d20772,0,15,0,5,0,10,27,0,18,0,0,0,5,667,5,0,736,32,41,18,0,62,0,391,0,0,0,213,1
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,36,0,11,0,22,19,0,24,0,3,0,14,1857,4,0,1908,75,31,31,0,130,0,1156,0,39,0,530,2
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,aa6415eedc031f1e31338f984e25d0cd,29ea37dd3fee251e76d512636d738ba3,0,20,2,5,0,7,218,0,27,2,4,4,9,771,6,0,1032,25,42,32,26,65,0,211,32,63,133,430,2
ServiceEventSequence3,Lifecycle,TRUE,TRUE,5cee3ef47fb0bd87bbced50593579b6d,10b650ed7579d7e98a3f384e8d1f25bc,0,146,2,67,0,75,248,0,77,0,2,2,69,7639,4,0,7921,237,32,84,33,1121,0,3706,0,31,166,2776,3
ArrayCopy1,ArraysAndLists,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,22562e10e3112e5c53f176bb1d80413c,0,20,0,5,0,14,20,0,16,0,1,0,6,960,4,0,1003,43,22,18,0,67,0,597,0,13,0,280,2
EventOrdering1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,18,0,6,0,9,22,0,13,0,3,0,9,732,5,0,783,26,28,22,0,77,0,336,0,43,0,273,3
ActivityCommunication1,InterComponentCommunication,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,17,1,2,0,10,216,0,23,2,2,3,4,529,4,0,783,21,38,27,11,25,0,297,28,30,136,174,2
Button3,Callbacks,TRUE,TRUE,3c6cd0d0cee483981c0494449b550b3e,9e71d1dbb7f99254dd5f81811f612f41,0,49,0,19,0,27,60,0,50,1,2,1,21,2174,4,0,2292,72,56,57,0,271,0,1179,15,35,27,686,2
Looper1,Threading,TRUE,TRUE,ca56131a7c713fed2a7fb88ee3d7603c,e5613aad75bc3bad53f848ba14482c54,0,99,2,47,0,49,239,0,73,0,1,2,48,4854,5,0,5401,158,306,74,26,768,0,2557,0,18,80,1507,2
SimpleAliasing1,Aliasing,FALSE,TRUE,e5613aad75bc3bad53f848ba14482c54,ca56131a7c713fed2a7fb88ee3d7603c,0,55,1,24,0,30,56,0,63,0,0,1,24,2716,5,0,2830,103,57,63,16,324,0,1203,0,0,13,1186,1
ServiceEventSequence1,Lifecycle,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,3aa7427a5255318c7ff1426dde66cbb3,0,41,0,8,0,28,47,0,37,1,4,1,12,1903,4,0,1974,74,22,67,0,110,0,1178,14,63,12,550,2
AnonymousClass1,Callbacks,TRUE,TRUE,691c8aee3c8122ba7071c39842bf3a89,9e71d1dbb7f99254dd5f81811f612f41,0,35,1,21,0,12,198,0,41,0,1,1,22,3806,4,0,4062,56,56,42,16,342,0,1391,0,20,84,2051,2
ActivityEventSequence1,Lifecycle,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,21,0,4,0,13,47,0,17,0,4,0,8,924,5,0,1006,32,33,29,0,48,0,463,0,63,0,349,2
UnreachableSource1,UnreachableCode,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,23,0,1,0,20,45,0,19,0,2,0,3,856,5,0,929,35,27,21,0,12,0,756,0,27,0,60,2
VirtualDispatch1,GeneralJava,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,57,2,13,0,37,240,0,47,2,3,4,16,2204,4,0,2478,82,32,50,16,153,0,1373,31,49,144,627,2
Looper1,Threading,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,59,0,17,1,28,487,0,34,2,11,2,28,2339,5,0,2863,96,36,74,0,214,300,881,29,162,136,1079,4
Exceptions1,GeneralJava,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,15,0,2,0,12,37,0,19,0,1,0,3,787,5,0,887,20,61,21,0,28,0,626,0,13,0,119,2
Loop2,GeneralJava,TRUE,TRUE,02675cd9b1d17506e0f0691c7dc5a3a9,c167cc6905f08070a40daaa496572761,0,16,0,3,0,12,45,0,17,0,1,0,4,611,6,0,756,31,98,19,0,40,0,350,0,15,0,203,2
MultidimensionalArray1,ArraysAndLists,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,18,0,3,0,14,55,0,15,0,1,0,4,660,4,0,745,37,29,17,0,41,0,431,0,14,0,172,2
SourceCodeSpecific1,GeneralJava,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,455b5a41fee3f4d1e256727f07d3f3f7,0,36,0,11,0,22,29,0,24,0,3,0,14,1434,4,0,1491,75,26,31,0,143,0,755,0,43,0,490,2
Exceptions1,GeneralJava,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,15,0,3,0,11,57,0,19,0,1,0,4,360,4,0,483,20,65,21,0,40,0,217,0,13,0,88,2
ActivityCommunication1,InterComponentCommunication,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,17,1,2,0,10,163,0,23,2,2,3,4,450,5,0,634,21,19,27,11,26,0,270,29,27,86,125,2
StaticInitialization2,GeneralJava,TRUE,TRUE,de67f959377c84f91410206a10b57495,22562e10e3112e5c53f176bb1d80413c,0,32,0,13,0,16,51,0,21,1,2,1,15,1395,4,0,1474,49,27,23,0,175,0,717,18,30,14,472,2
Clone1,GeneralJava,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,607ec35eb44d00467d94df062d65907a,0,18,0,3,0,14,18,0,16,0,1,0,4,455,4,0,495,37,20,18,0,40,0,285,0,15,0,113,2
JavaThread1,Threading,TRUE,TRUE,c59167715f1aa44341707631a416c074,c428ab5f184d796b88866f07b6e2fa38,0,16,0,2,0,11,67,0,23,1,2,1,4,504,4,0,620,20,48,30,0,25,0,313,15,27,16,137,2
PublicAPIField1,AndroidSpecific,TRUE,TRUE,e5613aad75bc3bad53f848ba14482c54,3aa7427a5255318c7ff1426dde66cbb3,0,18,0,1,0,16,22,0,16,0,1,0,2,644,4,0,688,37,20,18,0,14,0,509,0,13,0,106,2
NativeIDFunction,Native,TRUE,TRUE,95682e3ba9ce7d830b6f14564a4124f8,c167cc6905f08070a40daaa496572761,0,47,0,9,0,33,126,0,29,1,4,1,13,2024,4,0,2174,78,22,36,0,106,0,1423,14,56,23,437,2
NativeIDFunction,Native,TRUE,TRUE,7196205eb13a717874272a12b099976f,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,59,0,11,0,42,85,0,28,1,5,1,16,2390,6,0,2496,99,20,36,0,139,0,1625,12,62,49,561,3
ArrayAccess5,ArraysAndLists,FALSE,TRUE,29ea37dd3fee251e76d512636d738ba3,9e71d1dbb7f99254dd5f81811f612f41,0,12,0,10,0,2,132,0,17,0,0,0,10,919,6,0,1126,22,73,17,0,155,0,181,0,0,0,580,1
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,67,0,19,0,47,108,0,67,0,1,0,20,6162,4,0,6336,112,63,71,0,333,0,4019,0,18,0,1789,2
NativeIDFunction,Native,TRUE,TRUE,9e71d1dbb7f99254dd5f81811f612f41,91964892620be59e2aad306477d20772,0,59,0,13,0,40,97,0,28,1,5,1,18,2397,4,0,2574,99,78,36,0,163,0,1332,14,69,59,831,3
Bluetooth1,EmulatorDetection,TRUE,TRUE,261344c792f6dba326380a7e5a124103,b56f9eba0516716301bb7f157e21dcfa,0,45,0,5,0,32,34,0,22,0,8,0,13,1668,5,0,1725,72,22,35,0,64,0,1147,0,116,0,338,3
ServiceLifecycle2,Lifecycle,TRUE,TRUE,c2fb596f3658668139e936f83c2d07ad,c791204389a596fa6528cb8290cf2c9b,0,26,0,6,0,18,54,0,24,1,1,1,7,885,5,0,966,39,25,33,0,77,0,525,15,12,16,269,2
StaticInitialization3,GeneralJava,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,7baaab9e231dd6adfa7d2d5ed04ed0e8,0,30,0,15,0,12,170,0,19,1,2,1,17,1177,5,0,1436,44,88,23,0,195,0,358,16,31,131,590,3
Button2,Callbacks,TRUE,TRUE,8c1eb69cc117c307729ac97fd5f617a1,1ef9d1d10bc982ab49d3b8eaf4409c05,0,21,0,8,0,9,197,0,27,1,3,1,11,2038,5,0,2354,35,116,40,0,121,0,839,20,56,75,1020,2
StartProcessWithSecret1,GeneralJava,TRUE,TRUE,7c6eca5339bd43220f2e569aa96da0db,9e71d1dbb7f99254dd5f81811f612f41,0,11,0,3,0,7,42,0,16,0,1,0,4,419,4,0,489,16,27,18,0,41,0,183,0,15,0,178,2
ImplicitFlow1,ImplicitFlows,TRUE,TRUE,b113be2d9166c32182a638bbebda617a,00df5dcb7fef4d77dc4e2a6f0a2056f4,0,36,0,12,0,24,59,0,71,0,0,0,12,2741,4,0,2906,60,105,71,0,207,0,1761,0,0,0,770,1
ApplicationModeling1,AndroidSpecific,TRUE,TRUE,7196205eb13a717874272a12b099976f,1ef9d1d10bc982ab49d3b8eaf4409c05,0,20,2,5,0,7,267,0,27,2,4,4,9,639,5,0,942,25,34,32,25,66,0,199,33,64,84,307,2
PrivateDataLeak1,AndroidSpecific,TRUE,TRUE,3b2fa3b6cabf78f17a288ce1c8f84595,8c2f49cd67cbce790bfe5e2a3cf6ad87,0,59,3,19,0,37,395,0,74,0,0,3,19,4585,5,0,5039,91,57,74,51,330,0,2694,0,0,251,1559,1
RegisterGlobal2,Callbacks,TRUE,TRUE,7baaab9e231dd6adfa7d2d5ed04ed0e8,c35ed0b7f9c3d443ecacff168d0a98c6,0,17,0,5,0,8,75,0,34,1,3,1,8,782,5,0,897,19,38,50,0,65,0,371,18,46,37,297,2
IP1,EmulatorDetection,TRUE,TRUE,fc02225d305bbb82ba65a2fc2d31f9c2,455b5a41fee3f4d1e256727f07d3f3f7,0,60,0,8,0,42,19,0,25,0,10,0,18,2379,5,0,2444,98,45,51,0,100,0,1485,0,141,0,651,4
Button2,Callbacks,TRUE,TRUE,3c6cd0d0cee483981c0494449b550b3e,9e71d1dbb7f99254dd5f81811f612f41,0,29,0,7,0,18,197,0,30,1,3,1,10,2484,4,0,2816,45,134,40,0,107,0,1389,16,59,123,927,2
Button2,Callbacks,FALSE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,cfd95fd0a60d05e28f68af32281dcb9d,0,73,1,49,0,19,241,0,34,0,4,1,53,6554,5,0,6947,119,151,40,17,801,0,1287,0,71,134,4391,3
Reflection7,Reflection,TRUE,TRUE,c35ed0b7f9c3d443ecacff168d0a98c6,607ec35eb44d00467d94df062d65907a,0,35,2,4,0,18,212,0,35,2,9,4,13,1291,5,0,1536,50,31,51,23,56,0,487,30,142,84,605,2
